2138255528,Wide Awake,Sickboyz
2141167217,Nostalgia,Dropper Vampire
2136939148,You're With Somebody Else,"Sazu, J4CKO, Baiden Holland"
2137900613,Awaken,"Vermilion, Fazzi, Aloma Steele"
2135376380,Heaven Again,"Wurme, Marc Rain, Jetason"
2139382210,Find My Way,Jay Ocean
2135580778,Make This Right,PARADAY
2130633202,I'll Be There,"Azee, Josua Müller"
2133427346,Shipwreck,Rocket Start
2134694344,Take Our Time,"Young Dumbs, 4nzek"
2135373199,Be There,"jav3x, Donna Tella"
2119957415,Ghost Of You,"Aye Bay, ELLE"
2135373197,Kinetic Streams,"Celestial Void, Lonehaven, Hylia"
2122491350,Never Without You,xoxodubstep
2118296886,You Don't,We Rose
2125997311,Test (feat. Saysha) (Vitalz Remix),"Kaptivate, Vitalz, Saysha"
2124551127,First Love (Nūves Remix),Eric Dale
2132285922,Hideaway,"Kenny Pham, Opi"
2129089777,Honest,"AVELLO, Madeline Austin"
2126890767,Yesterday,Insko
2127269873,Reconnect,"modus., QORA"
2126046887,Shadows,"LÊ IZNER, KRANEZ, Simone Elisa"
2130475996,Memories,NOTSOSW33T
2130203957,Into The Flames,"Lost Soul, Young Viridii"
2122485259,Stay (feat. Trella) (Afinity Remix),"William Black, Trella"
2129971559,Poetry (feat. Liam Geddes),"yetep, Liam Geddes"
2124296780,Save Me (feat. Purnama Saputra),"XDITZ, Purnama Saputra"
2109904709,The Liar,Autumn Skeyes
2124280392,Anymore,"Smiles Only, Alecs"
2123120543,Way For Us,yetep
2115848303,Stars,Jay Ocean
2100993357,Take It Back,"Fairlane, Silverstein"
2117462118,Away From Here,Kenny Pham
2109047387,Glow In The Dark,"Kai Wachi, Trella"
2108395213,Azure Step,Synthion
2098817141,Through The Night,"J4CKO, Baiden Holland"
2097923170,The Other Side,"KYRIPH, Klara Tiselj"
2106598956,Another Dimension,"Ember, Sara Benyo"
2720259057,Isolated,Hxmir
2716916435,Feel Okay (feat. Jaime Deraz),"kalen., Jaime Deraz"
2721594917,Numb,KRUS3
2722485569,NO BROKE BOYS (LUMINATE REMIX),Luminate
2714902977,First,Flame3721
2714146939,Heal me,Samfony
2722108981,Walk On Water (NiteVzn Remix),nitevzn
2722117605,JUICE WRLD - I'm Still (ELUSID Remix),ELUSID
2716771149,Sad Songs [Sped Up],"Stardust, TobeyBeats, Taca Music, Laryssa Vachon, Nightcore Star"
2717113467,Not Living For You [Sped Up],"Stardust, Tom Platts, EM, Nightcore Star"
2713426119,風の歌,"Milky Knight, Hilarity Leap Records, 维度坍缩, 逃离记录Exit Records"
2719782583,坦,Shaw_Tyan
2716340451,That's What You Get,"Valorian, K-WOOZY"
2719625313,Eternity (Astroden Remix),"Tretone, Astroden"
2709020470,Hate You More,"H4RRIS, Aaron Shirk, Nicole Apollonio"
2716403244,Underground,"SPIRIT LINK, JFrank"
2701531493,Dive Deep,"Dallas Rodin, Paper Skies"
2707273896,Show Me,"Big Gigantic, Koastle, Emilia Ali"
2707212020,All Or Nothing,All Bright
2717320725,あたらよ-また夏を追う（WilliamHenRy remix）,WilliamHenRy
2705656003,How Do You Feel?,KilganoN
2717395358,Born For This,"Spaceport Records, Aou, CATCHTAIL"
2717146421,反复记号（颜辰鑫 Remix）,"颜辰鑫, 李昊天VastSky"
2713605559,Lately,Brennan Wolf
2713879563,sometimes - ARAYA Remix,"Heather Sommer, Araya"
2711378976,Same But Different (feat. Emily Esthela),"Areeb Mahmood, Emily Esthela"
2711379713,I'm Alive (feat. sadie elisabeth),"Areeb Mahmood, sadie elisabeth"
2714642777,Everything We've Been Through,"Nightsirens, Lost Ashes"
2717236032,Sawanohiroyuki[nZk] - Call Of Silence (feat. Gemie) (Spear Remix),Spear
2692281855,Mustang Baby (Vanic Remix),Vanic
2713634770,Don't Lie,LHP Unicorn
2713637357,Want you to go,LHP Unicorn
2713637356,Ethereal,LHP Unicorn
2713634764,What to Do,LHP Unicorn
2709260267,There For You,"Kai Wachi, Isaac Mather"
2700298844,Never Looking Back,Spear
2711664258,Fantasy,MELODEEZZZZ
2652509480,All We've Done,Tendrix
2714790917,Brave Enough,"AUXIMITY, Outertone"
